success,filename,image_path,true_level,predicted_stage,gemini_stage_raw,gemini_title,gemini_description,analysis_time,api_status,level_difference
True,20231227181434cW11aN_rgbshift_jpg.rf.09f2e77b51512460a7224428cfb9069f.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231227181434cW11aN_rgbshift_jpg.rf.09f2e77b51512460a7224428cfb9069f.jpg,3,3,1,초기 탈모,"젖은 머리카락으로 정확한 진단은 어렵지만, 정수리 부분의 모발 밀도가 감소되어 보입니다. 모발이 가늘어지고 두피가 비쳐 보이는 초기 탈모 증상을 보이는 것으로 추정됩니다. 단, 젖은 상태이기 때문에 확실한 진단을 위해서는 마른 상태의 두피 사진을 여러 각도에서 촬영하여 분석하는 것이 필요합니다.",5.177567481994629,200,0
True,20231228093404CvWZPa_channeldrop_jpg.rf.41b22b1135ef967412292a51645fd0cf.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231228093404CvWZPa_channeldrop_jpg.rf.41b22b1135ef967412292a51645fd0cf.jpg,3,2,0,정상,"제공된 이미지는 조명으로 인해 정확한 진단이 어렵습니다. 하지만, 현재 보이는 부분에서는 탈모로 의심되는 특징이 관찰되지 않습니다. 모발의 밀도가 정상으로 보이며, 두피 또한 특이점이 없습니다.",3.513227701187134,200,1
True,20231228093404CvWZPa_gauss_jpg.rf.f4e93244bb1ef70c21ccfb79e026fa82.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231228093404CvWZPa_gauss_jpg.rf.f4e93244bb1ef70c21ccfb79e026fa82.jpg,3,3,1,초기 탈모,"이마 부분과 정수리 부분의 모발 밀도가 감소하기 시작한 초기 탈모 단계로 보입니다. 특히 헤어라인이 M자 형태로 후퇴하는 초기 징후가 관찰됩니다. 아직 두피가 훤히 드러나는 정도는 아니지만, 모발이 가늘어지고 전체적인 볼륨감이 줄어든 것을 확인할 수 있습니다.",5.864334344863892,200,0
True,20231228115833acozQC_rgbshift_jpg.rf.e6a07a506a653ce72df95ea83e22f789.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231228115833acozQC_rgbshift_jpg.rf.e6a07a506a653ce72df95ea83e22f789.jpg,3,3,1,초기 탈모,"두피 중앙 부분의 모발 밀도가 감소하고 가늘어진 모발이 관찰됩니다. 전체적으로 모발이 가라앉아 보이며, 정수리 부분의 두피가 부분적으로 드러나 보이기 시작하는 초기 탈모 단계로 판단됩니다.",5.0890138149261475,200,0
True,20231230044850qZAAzh_gauss_jpg.rf.36cc50c06ac06bebf45fe24ad48cd098.jpg,C:\Users\301\Desktop\test_data_set\test\3\20231230044850qZAAzh_gauss_jpg.rf.36cc50c06ac06bebf45fe24ad48cd098.jpg,3,3,1,초기 탈모,헤어라인과 정수리 부분의 모발 밀도 감소가 관찰됩니다. 특히 헤어라인이 M자 형태로 후퇴하는 초기 남성형 탈모의 양상을 보입니다. 정수리 부분도 모발이 가늘어지고 두피가 비쳐 보이는 현상이 나타나고 있습니다.,4.8395256996154785,200,0
True,202401051745190N1Rb5_rgbshift_jpg.rf.38c27b9b2000a662519a54e82db32f59.jpg,C:\Users\301\Desktop\test_data_set\test\3\202401051745190N1Rb5_rgbshift_jpg.rf.38c27b9b2000a662519a54e82db32f59.jpg,3,3,1,초기 탈모,"젖은 머리카락으로 정확한 진단은 어려우나, 정수리 부분의 모발 밀도가 감소되어 보입니다. 모발이 가늘어지고 두피가 부분적으로 비쳐 보이는 초기 탈모의 가능성이 있습니다.",4.7773964405059814,200,0
True,20240105194437swInPJ_gauss_jpg.rf.aa84f1644ab879a575b7d02b22ca8180.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240105194437swInPJ_gauss_jpg.rf.aa84f1644ab879a575b7d02b22ca8180.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도 감소가 관찰됩니다. 아직 전체적인 탈모 범위는 넓지 않으나, 초기 단계로 진행 중인 것으로 판단됩니다.",4.307669162750244,200,0
True,20240105194437swInPJ_jpg.rf.85cde95d37e24ebc9094ce3bad2399d2.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240105194437swInPJ_jpg.rf.85cde95d37e24ebc9094ce3bad2399d2.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도 감소가 관찰됩니다. 두피가 비쳐 보이는 정도는 아직 심하지 않지만, 모발이 가늘어지고 숱이 적어 보이는 초기 탈모 증상을 보입니다.",4.136039733886719,200,0
True,20240107133634EeG4f8_channeldrop_jpg.rf.f9368d56fdb790d33e3b3202eb133fbb.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240107133634EeG4f8_channeldrop_jpg.rf.f9368d56fdb790d33e3b3202eb133fbb.jpg,3,3,1,초기 탈모 가능성,"사진의 화질이 좋지 않아 정확한 진단이 어렵습니다. 하지만 모발이 가늘어 보이는 부분이 있고, 전체적인 모발 밀도가 다소 낮아 보이는 점을 고려할 때 초기 탈모 가능성이 있습니다. 단, 조명이나 사진 각도에 의한 착시일 가능성도 배제할 수 없습니다.",4.574052810668945,200,0
True,202401071754396EVo4b_channeldrop_jpg.rf.24fccc53a4053cecb3d267777f220f9b.jpg,C:\Users\301\Desktop\test_data_set\test\3\202401071754396EVo4b_channeldrop_jpg.rf.24fccc53a4053cecb3d267777f220f9b.jpg,3,2,0,정상,"제공된 이미지의 화질이 좋지 않고, 조명으로 인해 두피 상태를 정확히 판단하기 어렵습니다. 하지만, 현재 보이는 부분에서는 탈모로 의심되는 징후가 관찰되지 않습니다. 모발의 밀도가 충분하고, 특정 부위의 모발이 가늘어지거나 비어 보이는 현상도 없습니다.",4.755729675292969,200,1
True,20240108051424gCRvbM_gauss_jpg.rf.254e2fe7aa5c311d1b8e97053c860967.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240108051424gCRvbM_gauss_jpg.rf.254e2fe7aa5c311d1b8e97053c860967.jpg,3,5,2,중등도 남성형 탈모,"정수리 부분의 모발 밀도가 눈에 띄게 감소했으며, 두피가 부분적으로 드러나 보입니다.  전반적인 모발 굵기도 가늘어진 것으로 보입니다.",4.937639474868774,200,2
True,20240108051424gCRvbM_jpg.rf.351f77cb05997d7292b4456202d43b8b.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240108051424gCRvbM_jpg.rf.351f77cb05997d7292b4456202d43b8b.jpg,3,5,2,중등도 탈모,"정수리 부분의 모발 밀도가 눈에 띄게 감소되어 두피가 쉽게 보입니다.  주변 모발과 비교했을 때 확연한 차이가 나타나며, 탈모 부위가 점점 넓어지고 있는 것으로 추측됩니다.",4.184953451156616,200,2
True,2024011004015104ybgS_rgbshift_jpg.rf.d7839680a8a123209e803c3278fd120e.jpg,C:\Users\301\Desktop\test_data_set\test\3\2024011004015104ybgS_rgbshift_jpg.rf.d7839680a8a123209e803c3278fd120e.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 있으며, 두피가 부분적으로 비쳐 보이기 시작하는 초기 탈모 단계로 판단됩니다. 아직 전체적인 모발량은 많이 줄어들지 않았지만, 탈모 진행을 예방하기 위한 관리가 필요한 시점입니다.",5.8692731857299805,200,0
True,20240110081709sAjzng_channeldrop_jpg.rf.9d8e9beec63ffbca9cda85b268f02eb4.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240110081709sAjzng_channeldrop_jpg.rf.9d8e9beec63ffbca9cda85b268f02eb4.jpg,3,3,1,초기 탈모 가능성,"정수리 부분의 모발 밀도가 다소 낮아 보이며, 가르마가 넓어지기 시작하는 초기 탈모의 가능성이 있습니다. 하지만 조명이나 사진 각도에 따라 다르게 보일 수 있으므로 확진을 위해서는 더 명확한 사진이나 전문가의 진단이 필요합니다.",4.493526935577393,200,0
True,20240110081709sAjzng_sepia_jpg.rf.55f69b4653365b7a29b91952dc60190e.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240110081709sAjzng_sepia_jpg.rf.55f69b4653365b7a29b91952dc60190e.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 두피가 부분적으로 보이기 시작하는 초기 탈모 단계로 보입니다. 아직 전체적인 모발량은 많아 보이지만, 탈모 진행을 늦추기 위한 관리가 필요한 시점입니다.",4.556674480438232,200,0
True,20240110124808P42uto_rgbshift_jpg.rf.fdb6ea6ce0f9135bccfa4352bd4571e5.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240110124808P42uto_rgbshift_jpg.rf.fdb6ea6ce0f9135bccfa4352bd4571e5.jpg,3,2,0,정상,"제공된 이미지의 화질이 좋지 않아 정확한 진단이 어렵습니다. 하지만 현재 보이는 부분만으로는 탈모의 징후가 명확하게 보이지 않습니다. 모발의 밀도가 충분해 보이며, 두피가 과도하게 드러나 보이지 않습니다.",4.090163946151733,200,1
True,20240111041511pkq7FS_channeldrop_jpg.rf.490e784d8da4c7e1b4bf9db6f7cae94e.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240111041511pkq7FS_channeldrop_jpg.rf.490e784d8da4c7e1b4bf9db6f7cae94e.jpg,3,3,1,초기 탈모,"전반적으로 모발이 가늘어지고 정수리 부분의 모발 밀도가 감소하는 초기 탈모 증상을 보입니다. 아직 두피가 많이 드러나지는 않지만, 모발이 가늘어지면서 두피가 비쳐 보이는 현상이 나타나고 있습니다.",4.750232458114624,200,0
True,20240111060524b17ZW5_channeldrop_jpg.rf.c0f08018cf0b1246515b2bb00e59ab19.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240111060524b17ZW5_channeldrop_jpg.rf.c0f08018cf0b1246515b2bb00e59ab19.jpg,3,2,0,정상 두피,"제공된 이미지의 화질이 좋지 않아 정확한 진단이 어렵지만, 현재 보이는 부분에서는 탈모로 의심되는 특징이 보이지 않습니다. 모발의 밀도도 정상으로 보입니다.",3.5547924041748047,200,1
True,20240111060524b17ZW5_sepia_jpg.rf.eb8d5cb964d5b30f24baf9fa05b9ae48.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240111060524b17ZW5_sepia_jpg.rf.eb8d5cb964d5b30f24baf9fa05b9ae48.jpg,3,2,0,정상,"제공된 이미지는 화질이 낮아 정확한 분석이 어렵지만, 관찰 가능한 범위에서는 탈모의 징후가 보이지 않습니다. 모발의 밀도는 정상으로 보이며, 두피도 건강해 보입니다.",3.4722588062286377,200,1
True,20240112075111DNEjQg_sepia_jpg.rf.8f8ee8a96cb6e897724b08f48c8902ba.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240112075111DNEjQg_sepia_jpg.rf.8f8ee8a96cb6e897724b08f48c8902ba.jpg,3,3,1,초기 탈모 가능성,"헤어스타일 때문에 정확한 진단은 어려우나, 정수리 부분의 모발 밀도가 주변보다 약간 낮아 보입니다. 탈모 초기 단계일 가능성이 있습니다.",4.632055044174194,200,0
True,20240112132218uNOG9r_rgbshift_jpg.rf.4748bd91270be1385496fe83da8a46de.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240112132218uNOG9r_rgbshift_jpg.rf.4748bd91270be1385496fe83da8a46de.jpg,3,3,1,초기 탈모,정수리 부분의 모발 밀도 감소가 관찰됩니다. 전체적으로 모발이 가늘어지고 두피가 비쳐 보이는 초기 탈모 단계로 판단됩니다.,4.028090953826904,200,0
True,20240112132304tccwzd_gauss_jpg.rf.77882e0928537bc10b32d80d8ed8a9f6.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240112132304tccwzd_gauss_jpg.rf.77882e0928537bc10b32d80d8ed8a9f6.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 두피가 부분적으로 비쳐 보이는 초기 탈모 단계로 진행되고 있습니다. 아직 전체적인 모발량은 많아 보이지만, 탈모 진행을 늦추기 위한 관리가 필요한 시점입니다.",4.7037060260772705,200,0
True,20240113083925VOQCo6_jpg.rf.3626b5411a26115f33dfe16ca824b679.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240113083925VOQCo6_jpg.rf.3626b5411a26115f33dfe16ca824b679.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 가르마가 넓어지기 시작하는 초기 탈모 단계로 보입니다. 아직 전체적인 모발량은 많아 보이지만, 정수리 부분을 중심으로 탈모가 진행되고 있는 것으로 판단됩니다.",3.9802119731903076,200,0
True,202401231026386G3sD7_channeldrop_jpg.rf.b9bac3ff0ee6c40c455ec5351a8c7bc8.jpg,C:\Users\301\Desktop\test_data_set\test\3\202401231026386G3sD7_channeldrop_jpg.rf.b9bac3ff0ee6c40c455ec5351a8c7bc8.jpg,3,3,1,초기 탈모,"이마 부분 헤어라인 후퇴가 관찰되며, 정수리 부분의 모발 밀도 감소가 미세하게 나타나고 있습니다. 전체적으로는 아직 모발량이 많아 보이지만, 초기 탈모 진행 가능성이 있습니다.",4.283350467681885,200,0
True,20240204072051rg8Nmk_channeldrop_jpg.rf.f1fb3f7cfe3052aabfd1ccd830f93a27.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240204072051rg8Nmk_channeldrop_jpg.rf.f1fb3f7cfe3052aabfd1ccd830f93a27.jpg,3,3,1,초기 탈모,"이미지 화질이 좋지 않아 정확한 진단은 어렵지만, 전반적으로 모발이 가늘어 보이고 정수리 부분의 밀도가 다소 감소되어 초기 탈모가 의심됩니다. 특히 정수리 부분의 두피가 살짝 비쳐 보이는 것으로 추정됩니다.",4.706346750259399,200,0
True,202402050540562jiC2d_sepia_jpg.rf.b8625a5e9d995dc5a36c51ee342a5516.jpg,C:\Users\301\Desktop\test_data_set\test\3\202402050540562jiC2d_sepia_jpg.rf.b8625a5e9d995dc5a36c51ee342a5516.jpg,3,3,1,초기 탈모,"헤어라인 후퇴가 관찰되며, 특히 관자놀이 부분의 모발 밀도 감소가 눈에 띕니다. 정수리 부분은 아직 큰 변화가 없어 보이나, 전체적인 모발 굵기 변화를 확인하기 위해 추가적인 정보가 필요합니다.",4.677967548370361,200,0
True,20240209045816dwnC5d_jpg.rf.9e226db4741e25e77f6290396d8d63bc.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240209045816dwnC5d_jpg.rf.9e226db4741e25e77f6290396d8d63bc.jpg,3,3,1,초기 탈모,"헤어라인 후퇴가 관찰되며, 특히 관자놀이 부분의 모발 밀도 감소가 눈에 띕니다. 전체적으로 모발은 아직 풍성해 보이지만, 초기 탈모의 징후가 나타나고 있습니다.",4.717400550842285,200,0
True,20240213093407MyH0JP_jpg.rf.9a522970a4f3b4e4382f073fba38130b.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240213093407MyH0JP_jpg.rf.9a522970a4f3b4e4382f073fba38130b.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 모발이 가늘어지기 시작하는 초기 탈모 단계로 보입니다. 두피가 비쳐 보이는 현상이 나타나고 있지만, 아직 전체적인 모발량은 많이 줄어들지 않은 상태입니다.",4.6665871143341064,200,0
True,20240213093407MyH0JP_sepia_jpg.rf.ab6e8973f56f52f3773a90e3bd32676d.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240213093407MyH0JP_sepia_jpg.rf.ab6e8973f56f52f3773a90e3bd32676d.jpg,3,3,1,초기 탈모,"전반적으로 모발이 가늘어지고 두피가 부분적으로 비쳐 보이는 초기 탈모 단계로 추정됩니다. 정확한 진단을 위해서는 더 선명한 사진과 다른 각도의 사진, 그리고  병원 방문을 통한 전문의의 진찰이 필요합니다.",5.220981121063232,200,0
True,20240215033052F7tuLZ_rgbshift_jpg.rf.31f8704241d0335a57be563a09eae83e.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240215033052F7tuLZ_rgbshift_jpg.rf.31f8704241d0335a57be563a09eae83e.jpg,3,3,1,초기 탈모,"이마 부분의 헤어라인이 후퇴하기 시작하는 초기 탈모 단계로 보입니다. 모발 밀도 감소가 눈에 띄지는 않지만, 헤어라인의 변화가 관찰됩니다.",3.979588031768799,200,0
True,20240215033052F7tuLZ_sepia_jpg.rf.b3647ea19c9b422d64500107acccd138.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240215033052F7tuLZ_sepia_jpg.rf.b3647ea19c9b422d64500107acccd138.jpg,3,3,1,초기 탈모,"헤어라인 후퇴가 관찰되기 시작하는 단계로, 특히 관자놀이 부 ناحية에서 모발이 가늘어지고 밀도가 감소하는 현상이 나타납니다. 아직 심각한 단계는 아니지만, 꾸준한 관리가 필요한 시점입니다.",4.228168964385986,200,0
True,20240218111411fMj4dz_channeldrop_jpg.rf.7807edc445487fb83ab4dbd22dd4e03f.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240218111411fMj4dz_channeldrop_jpg.rf.7807edc445487fb83ab4dbd22dd4e03f.jpg,3,2,0,정상 두피,사진상으로 특별한 탈모 징후는 보이지 않습니다. 다만 사진의 화질이 좋지 않고 조명으로 인해 두피 상태를 정확하게 판단하기 어렵습니다.,4.5490477085113525,200,1
True,20240218111411fMj4dz_gauss_jpg.rf.9109f6c6c983a8c4f47b072634b47159.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240218111411fMj4dz_gauss_jpg.rf.9109f6c6c983a8c4f47b072634b47159.jpg,3,2,0,정상 두피,"제공된 이미지 해상도가 낮아 정확한 진단이 어렵지만, 현재 관찰되는 부분에서는 탈모로 의심되는 징후가 보이지 않습니다. 모발의 밀도가 정상으로 보이며, 두피도 건강해 보입니다.",4.2095441818237305,200,1
True,20240219045611lxf00s_gauss_jpg.rf.e5990723263edf53cf703214a2a53cdf.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240219045611lxf00s_gauss_jpg.rf.e5990723263edf53cf703214a2a53cdf.jpg,3,3,1,초기 탈모,헤어라인과 정수리 부분의 모발 밀도가 감소하기 시작한 초기 탈모 단계로 보입니다. 특히 정수리 부분에서 모발이 가늘어지고 두피가 더 잘 보이는 현상이 관찰됩니다.,4.183017730712891,200,0
True,20240222123202yOrNLX_rgbshift_jpg.rf.8148f6f64b005841d148ccc5cd084795.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240222123202yOrNLX_rgbshift_jpg.rf.8148f6f64b005841d148ccc5cd084795.jpg,3,5,2,중등도 남성형 탈모,정수리 부분의 모발 밀도가 감소하고 두피가 뚜렷하게 보입니다. 모발이 가늘어지고 전체적으로 볼륨감이 줄어든 상태입니다.,4.949100732803345,200,2
True,2024022312304391z3Un_sepia_jpg.rf.5169561ae14c5bd8d98b9b3ed8c4dcef.jpg,C:\Users\301\Desktop\test_data_set\test\3\2024022312304391z3Un_sepia_jpg.rf.5169561ae14c5bd8d98b9b3ed8c4dcef.jpg,3,3,1,초기 탈모,"두피가 다소 비쳐 보이고 모발 밀도 감소가 관찰됩니다. 특히 정수리 부분의 모발이 가늘어지고 있는 것으로 보입니다. 아직 심각한 단계는 아니지만, 탈모 관리를 시작하는 것이 좋습니다.",5.040022134780884,200,0
True,20240226024249a4lTvm_gauss_jpg.rf.43fbfce1010841dcb1e1a9b11752b272.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240226024249a4lTvm_gauss_jpg.rf.43fbfce1010841dcb1e1a9b11752b272.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고, 모발이 가늘어지기 시작하는 초기 탈모 단계로 보입니다. 아직 두피가 넓게 드러나지는 않았지만, 모발이 전반적으로 힘이 없어 보이고 볼륨감이 감소한 것을 관찰할 수 있습니다.",4.690836429595947,200,0
True,20240226042041FWzeO8_jpg.rf.3be436b5e7d26e3bff8351eb7891b0a9.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240226042041FWzeO8_jpg.rf.3be436b5e7d26e3bff8351eb7891b0a9.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하기 시작하는 초기 탈모 단계로 보입니다. 아직 심각한 수준은 아니지만, 모발이 가늘어지고 두피가 더 잘 보이는 현상이 나타나고 있습니다.",4.450491666793823,200,0
True,202402261821202JT72o_gauss_jpg.rf.ca45335553a2b0aea260ba1f8379fe67.jpg,C:\Users\301\Desktop\test_data_set\test\3\202402261821202JT72o_gauss_jpg.rf.ca45335553a2b0aea260ba1f8379fe67.jpg,3,5,2,중등도 탈모,"정수리 부분의 모발 밀도가 눈에 띄게 감소했으며, 두피가 쉽게 보입니다. 모발이 가늘어지고 힘이 없어 보이는 현상도 관찰됩니다.",5.3681769371032715,200,2
True,20240226182643NWSMuw_gauss_jpg.rf.f2fceabfaf2d9b642580b4307b235bca.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240226182643NWSMuw_gauss_jpg.rf.f2fceabfaf2d9b642580b4307b235bca.jpg,3,3,1,초기 탈모,"이마 양쪽 헤어라인이 M자 형태로 후퇴하기 시작하는 초기 탈모 단계로 보입니다. 아직 모발 밀도가 많이 낮아지지는 않았지만, 헤어라인 변화가 관찰됩니다.",4.07851505279541,200,0
True,20240227162138HhyrSg_channeldrop_jpg.rf.ac19017f00633b7b36ada19d29c6e4c6.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240227162138HhyrSg_channeldrop_jpg.rf.ac19017f00633b7b36ada19d29c6e4c6.jpg,3,3,1,초기 탈모,"이마 부위와 관자놀이 부근의 모발이 가늘어지고 밀도가 감소하기 시작한 초기 탈모 단계로 보입니다. 사진 상으로는 M자 탈모가 진행되고 있는 것으로 추정됩니다. 하지만 조명과 각도 때문에 정확한 진단은 어려우며, 더 명확한 사진과 추가 정보가 필요합니다.",5.15474534034729,200,0
True,20240227162138HhyrSg_jpg.rf.8948f5eff511d08563115c96f02fb16e.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240227162138HhyrSg_jpg.rf.8948f5eff511d08563115c96f02fb16e.jpg,3,3,1,초기 탈모,관자놀이 부근과 정수리 부분의 모발 밀도가 감소하는 초기 탈모 현상이 관찰됩니다. 특히 헤어라인이 M자 형태로 후퇴하는 초기 남성형 탈모의 양상을 보입니다.,4.116949081420898,200,0
True,20240302035813N0PMwt_jpg.rf.2d121f81ef49f31662111596e805b894.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240302035813N0PMwt_jpg.rf.2d121f81ef49f31662111596e805b894.jpg,3,3,1,초기 탈모,"헤어라인 후퇴가 관찰되며, 특히 앞머리와 관자놀이 부근의 모발 밀도가 감소하는 초기 탈모 단계로 보입니다. 모발이 가늘어지고 있는 것도 관찰됩니다.",4.892298460006714,200,0
True,20240424100208AroWLv_gauss_jpg.rf.235765ec43cd37112108cd6db0512f59.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240424100208AroWLv_gauss_jpg.rf.235765ec43cd37112108cd6db0512f59.jpg,3,2,0,정상 두피,"제공된 이미지의 화질이 좋지 않아 정확한 분석이 어렵습니다. 하지만, 보이는 부분만으로 판단했을 때 두피는 전반적으로 건강해 보이며, 탈모의 징후는 보이지 않습니다. 단, 이미지의 해상도가 낮고, 각도도 적절하지 않아 확실한 진단을 내리기에는 어려움이 있습니다.",5.628158807754517,200,1
True,20240425090756H9ZvXS_rgbshift_jpg.rf.992caff21af3c8f6af666cee90c8dab4.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240425090756H9ZvXS_rgbshift_jpg.rf.992caff21af3c8f6af666cee90c8dab4.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 두피가 비쳐 보이기 시작하는 초기 탈모 단계로 보입니다. 아직 심각한 수준은 아니지만, 탈모 관리를 시작하는 것이 좋습니다.",4.306208610534668,200,0
True,20240426114655aET0c3_jpg.rf.6b17df2542c768f6b1857ef2bb4f0e08.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240426114655aET0c3_jpg.rf.6b17df2542c768f6b1857ef2bb4f0e08.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하고 두피가 부분적으로 보이기 시작하는 초기 탈모 단계입니다. 아직 전체적인 모발량은 많아 보이지만, 가르마가 넓어지고 모발이 가늘어지는 현상이 관찰됩니다.",5.016372203826904,200,0
True,20240426115256f1Ko7D_jpg.rf.b42faf62730ff91984fbe9aaa01b735a.jpg,C:\Users\301\Desktop\test_data_set\test\3\20240426115256f1Ko7D_jpg.rf.b42faf62730ff91984fbe9aaa01b735a.jpg,3,3,1,초기 탈모,정수리 부분의 모발 밀도 감소가 관찰됩니다. 모발이 가늘어지고 두피가 부분적으로 비쳐 보이는 초기 탈모 단계로 판단됩니다.,3.8674230575561523,200,0
True,eu-aebd9c81-79a2-424b-ab2e-419af65adfcc_channeldrop_jpg.rf.26693d21f12fb4686c3abfe100483533.jpg,C:\Users\301\Desktop\test_data_set\test\3\eu-aebd9c81-79a2-424b-ab2e-419af65adfcc_channeldrop_jpg.rf.26693d21f12fb4686c3abfe100483533.jpg,3,3,1,초기 탈모,"정수리 부분의 모발 밀도가 감소하기 시작한 초기 탈모 단계로 보입니다. 전체적으로 모발이 가늘어지고 있는 것 같습니다. 조명으로 인해 정확한 판단이 어려울 수 있으나,  탈모가 의심되는 초기 단계입니다.",4.951635837554932,200,0
True,20231103110433jYqnpE_channeldrop_jpg.rf.55df1e29070651c505ba314ce661fb47.jpg,C:\Users\301\Desktop\test_data_set\test\4\20231103110433jYqnpE_channeldrop_jpg.rf.55df1e29070651c505ba314ce661fb47.jpg,4,2,0,정상 두피,"제공된 이미지의 화질이 좋지 않아 정확한 분석이 어렵습니다. 하지만, 보이는 부분만으로는 탈모의 징후가 관찰되지 않습니다. 두피 색깔과 모발 밀도는 정상으로 보입니다.",3.9014062881469727,200,2
True,20231103110433jYqnpE_gauss_jpg.rf.f4145207e07c2fcc133f0a8919f4d132.jpg,C:\Users\301\Desktop\test_data_set\test\4\20231103110433jYqnpE_gauss_jpg.rf.f4145207e07c2fcc133f0a8919f4d132.jpg,4,5,2,중등도 탈모,"이미지 상으로 두피가 상당 부분 노출되어 있으며, 모발의 밀도가 현저히 감소한 것으로 보입니다. 특히 정수리 부분의 탈모가 진행된 것으로 판단됩니다.",4.065711736679077,200,1
True,20231103110433jYqnpE_jpg.rf.6df1bf4c341b60688d94e7cac1c11fa6.jpg,C:\Users\301\Desktop\test_data_set\test\4\20231103110433jYqnpE_jpg.rf.6df1bf4c341b60688d94e7cac1c11fa6.jpg,4,5,2,중등도 탈모,두피 중앙 부분과 헤어라인 주변으로 상당한 모발 숱 감소가 관찰됩니다. 모발이 가늘어지고 두피가 부분적으로 비쳐 보이는 현상이 나타납니다. 전체적인 모발 밀도 저하가 뚜렷하게 보입니다.,4.22629714012146,200,1
True,20231120052324RHCSvi_sepia_jpg.rf.462ac1a91366dd8ba6a6777945a6f593.jpg,C:\Users\301\Desktop\test_data_set\test\4\20231120052324RHCSvi_sepia_jpg.rf.462ac1a91366dd8ba6a6777945a6f593.jpg,4,2,0,정상,"제공된 이미지는 두피가 아닌 머리카락 부분만 보여줍니다. 따라서 두피 상태 및 탈모 여부를 정확하게 판단할 수 없습니다. 단, 보이는 머리카락의 양과 밀도를 고려했을 때, 현재로서는 탈모 징후가 보이지 않습니다.",4.459087133407593,200,2
True,20231120052355OcUjWk_sepia_jpg.rf.cdeb55dba21f10c580c3ebbfd01318db.jpg,C:\Users\301\Desktop\test_data_set\test\4\20231120052355OcUjWk_sepia_jpg.rf.cdeb55dba21f10c580c3ebbfd01318db.jpg,4,2,0,정상 두피,"제공된 이미지의 화질이 좋지 않아 정확한 판단이 어렵지만, 현재로서는 탈모의 징후가 보이지 않습니다. 모발이 풍성해 보이며, 두피가 과도하게 노출되어 있지 않습니다.",4.205214738845825,200,2
